	cluster	GOBP_PROTEIN_POLYUBIQUITINATION	GOBP_PROTEIN_MONOUBIQUITINATION	GOBP_HISTONE_MONOUBIQUITINATION	GOBP_UBIQUITIN_RECYCLING	GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	GOBP_HISTONE_UBIQUITINATION	GOBP_HISTONE_UBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS	GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_HISTONE_UBIQUITINATION	GOBP_HISTONE_H2A_UBIQUITINATION	GOBP_HISTONE_H2B_UBIQUITINATION	GOBP_HISTONE_H2A_MONOUBIQUITINATION	GOBP_PROTEIN_K29_LINKED_UBIQUITINATION	GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_PROTEIN_K27_LINKED_UBIQUITINATION	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_PROTEIN_AUTOUBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_ENDOCYTOSIS	GOBP_PROTEIN_K63_LINKED_UBIQUITINATION	GOBP_HISTONE_H2A_K63_LINKED_UBIQUITINATION	GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION	GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	GOBP_PROTEIN_K6_LINKED_UBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION	GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_HISTONE_H2B_UBIQUITINATION	GOCC_UBIQUITIN_LIGASE_COMPLEX	GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX	GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_PROTEASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING	GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY	GOMF_UBIQUITIN_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY	GOMF_LYS63_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY	GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY	GOMF_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
C75	COVID_19	0.073043819	-0.083923266	0.562782065	-0.463391936	-0.463391936	0.308960095	0.308960095	0.032880585	0.854489164	0.258682517	0.026416055	0.734567901	-0.151961445	-0.339506173	0.402701446	-0.339506173	0.562782065	0.242414336	0.622291022	0.574074074	-0.579161705	-0.407755322	-0.598130841	-0.664596273	-0.438271605	0.016909187	0.339506173	-0.068340401	0.864197531	0.602730525	-0.212387611	-0.266777374	0.602730525	-0.083112078	0.938271605	0.290123457	0.554179567	0.554179567	0.554179567	-0.596273292	-0.438271605	-0.6625387	0.026416055	-0.339506173	0.008484533	-0.571340504	-0.080622916	0.38922332	0.364197531	-0.039415167	-0.247925052	0.146114518	0.154320988	-0.37654321	-0.728820715	0.003115265	5.00E-16	0.560398645	0.172630455	0.092682135	-0.134375	0.239497666	0.503609417	0.392598567	0.252544142	0.167894086	-0.574074074	-0.469135802	-0.104540925	0.172396524	0.092682135	-0.574074074	-0.469135802	0.290123457	-0.62345679
C76	COVID_19	-0.252263502	0.211696441	-0.207430341	-0.148574561	-0.148574561	0.701409789	0.701409789	0.155515742	0.247829452	0.476650026	-0.097484277	-0.345679012	-0.056426332	0.858024691	0.605351171	0.858024691	-0.207430341	0.00310559	0.786377709	0.75308642	0.314223828	-0.170278638	0.214953271	0.250203245	-0.037037037	-0.031555145	0.950617284	-0.463778575	-0.086419753	-0.704431572	0.146598093	0.213553153	-0.704431572	0.179092609	0.271604938	-0.265432099	-0.229102167	-0.229102167	-0.229102167	0.02484472	-0.037037037	0.058823529	-0.097484277	0.858024691	0.098039099	-0.531507304	0.826089365	0.327984411	0.913580247	0.214145636	0.850424142	0.128646472	0.438271605	-0.327160494	-0.142414861	0.224887504	0.049487086	-0.118161716	-0.089740289	-0.782306703	-0.0375	0.119557079	-0.479876161	0.298094551	0.313107454	0.065155423	0.086419753	-0.987654321	0.355126344	-0.271895873	-0.782306703	0.086419753	-0.987654321	-0.265432099	-0.586419753
C77	COVID_19	0.119011343	0.194351074	-0.291401632	0.885448916	0.885448916	-0.334397797	-0.334397797	-0.193941613	0.173374613	-0.07788162	0.482526601	0.5	0.548528753	-0.802469136	-0.01863354	-0.802469136	-0.291401632	0.616224355	-0.120063175	0.308641975	-0.414705882	0.698150477	0.672498088	0.674793237	-0.00617284	0.46646243	0.407407407	-0.161824583	0.154320988	0.878881988	0.287886619	0.414494565	0.878881988	0.577639752	0.135802469	0.919753086	0.959752322	0.959752322	0.959752322	0.774417318	-0.00617284	0.777089783	0.482526601	-0.802469136	0.258025526	0.421983312	0.169325914	-0.205545173	0.487654321	0.293654907	0.10186598	0.375336141	-0.135802469	-0.524691358	0.193991309	-0.314395284	-0.234177215	0.38932398	0.093202885	-0.024767802	0.170356794	-0.05998481	0.21061893	0.080496493	0.301487211	0.249731659	0.703703704	0.74691358	-0.02695315	0.172524837	-0.024767802	0.703703704	0.74691358	0.919753086	-0.382716049
C78	COVID_19	-0.057676604	-0.223207504	-0.465371517	-0.656346749	-0.656346749	0.39063858	0.39063858	-0.13248392	0.561649599	0.094387987	-0.497987421	-0.783950617	-0.453934286	0.401234568	0.441067294	0.401234568	-0.465371517	-0.400953659	0.269349845	-0.092592593	-0.845394737	-0.647058824	-0.627999599	-0.766771658	-0.543209877	-0.216254306	-0.049382716	-0.079078909	-0.061728395	-0.238842985	-0.00098971	0.190510742	-0.238842985	-0.624223602	0.413580247	-0.438271605	0.53742187	0.53742187	0.53742187	-0.714285714	-0.543209877	-0.876160991	-0.497987421	0.401234568	-0.036570203	-0.751802297	0.157189196	0.142045098	0.944444444	-0.163741833	-0.1519932	0.214608483	0.845679012	-0.561728395	-0.677104886	0.290164664	0.27310936	-0.202041001	0.015086118	-0.472504062	0.031012427	0.2180503	-0.090112381	0.086261981	0.234037739	0.050314465	-0.87654321	-0.925925926	0.372680878	-0.155585083	-0.472504062	-0.87654321	-0.925925926	-0.438271605	0.858024691
C79	COVID_19	0.068432671	-0.086170213	-0.328475772	-0.062874646	-0.062874646	-0.314990869	-0.314990869	-0.289042431	0.925696594	-0.436219052	0.129994813	0.956790123	-0.096326483	0.043209877	-0.320622778	0.043209877	-0.328475772	0.366496555	0.498452012	0.209876543	-0.521473098	0.010476049	-0.323237216	-0.823983605	0.901234568	0.104781851	0.185185185	-0.129487327	0.530864198	-0.214414626	0.037251744	0.115580523	-0.214414626	-0.034264266	0.919753086	0.839506173	0.528403227	0.528403227	0.528403227	-0.352717133	0.901234568	-0.944272446	0.129994813	0.043209877	0.144620229	-0.515716134	-0.59809285	0.186056946	0.055555556	0.032604823	-0.19632921	0.379591345	0.580246914	-0.796296296	-0.135562915	0.222132923	0.180402964	-0.304972738	0.036267207	-0.221687307	0.298944216	0.301521909	-0.06501548	0.275849616	0.145723863	0.346788627	-0.981481481	-0.444444444	-0.004801571	0.156864808	-0.221687307	-0.981481481	-0.444444444	0.839506173	0.777777778
C8	COVID_19	-0.065596817	-0.102061216	-0.488841589	0.781733746	0.781733746	-0.202492212	-0.202492212	-0.498816292	0.656346749	-0.49927552	0.410134103	-0.290123457	0.474738963	-0.259259259	-0.28022807	-0.259259259	-0.488841589	0.7283673	0.643962848	0.62345679	-0.616998687	0.626083072	-0.272844284	0.031810176	-0.962962963	0.166884908	0.302469136	0.111362401	0.104938272	-0.296613397	0.135837445	0.323705813	-0.296613397	0.768835168	0.833333333	0.135802469	0.083591331	0.083591331	0.083591331	-0.043193344	-0.962962963	0.696594427	0.410134103	-0.259259259	-0.140444384	0.556678455	-0.320872274	-0.515941586	0.234567901	-0.011830986	-0.320872274	0.256879591	0.012345679	-0.635802469	-0.365325077	-0.516882725	-0.302774138	-0.145994948	0.006162906	-0.626422701	-0.119383126	0.131264949	0.457884908	0.209776437	0.14206379	-0.112102669	0.475308642	-0.771604938	-0.025885325	-0.038672349	-0.626422701	0.475308642	-0.771604938	0.135802469	-0.061728395
C80	COVID_19	-0.126579654	0.185981967	-0.439628483	0.731166151	0.731166151	-0.282455816	-0.282455816	0.116611323	-0.640866873	-0.378572744	0.132950738	0.166666667	0.13421572	-0.604938272	-0.124019586	-0.604938272	-0.439628483	0.00621118	-0.430340557	0.358024691	-0.287925697	0.322156969	0.344035408	0.351167594	0.049382716	0.328815628	-0.425925926	-0.340305591	-0.382716049	0.773291925	-0.149920442	0.220761326	0.773291925	0.195652174	-0.481481481	-0.104938272	0.661705168	0.661705168	0.661705168	0.80177749	0.049382716	0.832817337	0.132950738	-0.604938272	-0.119695394	0.519148089	0.284091777	-0.493748663	0.395061728	-0.080098457	0.274988997	-0.353349228	-0.882716049	-0.49382716	0.6625387	-0.691588785	-0.118546419	0.377647841	0.068405245	-0.095975232	-0.233955988	-0.322605616	-0.012383901	-0.085335269	-0.047284235	-0.148763997	0.820987654	0.969135802	-0.172684586	0.232461885	-0.095975232	0.820987654	0.969135802	-0.104938272	-0.00617284
C82	COVID_19	-0.437845092	-0.511527015	-0.325077399	-0.86996904	-0.86996904	-0.629355104	-0.629355104	-0.676444535	0.216718266	-0.052959502	-0.626662336	-0.62345679	-0.654463495	-0.024691358	-0.642435024	-0.024691358	-0.325077399	-0.707496212	-0.135633853	0.080246914	-0.860071594	-0.777089783	-0.646660826	-0.934782609	0.74691358	-0.59442768	-0.925925926	-0.565926501	-0.141975309	-0.550634621	-0.637428461	-0.719332511	-0.550634621	-0.621118012	0.111111111	-0.74691358	-0.783281734	-0.783281734	-0.783281734	-0.550716318	0.74691358	-0.975232198	-0.626662336	-0.024691358	-0.463481674	-0.799573101	-0.583239875	0.150470219	-0.950617284	-0.467493895	-0.656896063	-0.182382512	-0.074074074	-0.50617284	-0.142414861	-0.280373832	-0.457349818	0.031229681	-0.344250622	-0.058823529	-0.416481014	-0.631976103	0.021671827	-0.631369635	-0.676262976	-0.460890809	-0.956790123	-0.962962963	-0.62789579	-0.172843513	-0.058823529	-0.956790123	-0.962962963	-0.74691358	-0.660493827
C83	COVID_19	-0.135510646	0.021740214	0.314794339	0.482041955	0.482041955	-0.035376947	-0.035376947	0.130995142	-0.606811146	0.744932261	-0.16137541	-0.938271605	0.025039538	0.086419753	-0.042603871	0.086419753	0.314794339	0.093315587	-0.346749226	-0.037037037	-0.79633026	0.708978328	-0.14953271	-0.234397635	0.197530864	-0.136312366	-0.956790123	-0.066451285	-0.641975309	0.301956964	-0.253620722	-0.312684329	0.301956964	0.701595053	-0.851851852	0.882716049	0.206514799	0.206514799	0.206514799	-0.203726708	0.197530864	-0.405572755	-0.16137541	0.086419753	-0.091986042	-0.621319018	-0.124610592	0.535676716	-0.672839506	0.065330555	-0.124610592	-0.081699443	0.172839506	0.913580247	-0.046439628	0.33818885	0.328414366	0.273435157	-0.060958813	0.081418468	0.314561003	-0.046796018	-0.095763008	0.057476282	-0.303113367	0.387818094	-0.314814815	-0.475308642	-0.517177517	-0.019467081	0.081418468	-0.314814815	-0.475308642	0.882716049	-0.839506173
C84	COVID_19	0.060408347	0.408650385	0.343051256	-0.303405573	-0.303405573	0.570915983	0.570915983	0.300705432	-0.73993808	0.345104584	0.105456032	-0.845679012	0.310446314	-0.037037037	0.577258081	-0.037037037	0.343051256	0.149166567	-0.269349845	0.327160494	-0.219358327	0.555208627	0.365081032	0.529751444	-0.444444444	0.510391233	-0.580246914	-0.147703841	-0.62962963	-0.284902849	0.248212315	0.218706359	-0.284902849	0.505066148	-0.672839506	-0.277777778	-0.216718266	-0.216718266	-0.216718266	0.31610766	-0.444444444	0.576524079	0.105456032	-0.037037037	0.442558247	0.286683733	0.716451797	0.156739812	0.827160494	0.450018686	0.667814994	0.332346905	0.12345679	0.925925926	0.829721362	0.554940758	0.47500908	0.134784567	0.096866342	-0.604444511	0.14375	-0.28883535	-0.780000436	-0.211335226	-0.198251111	0.128930818	0.851851852	0.271604938	0.23553909	-0.002721738	-0.604444511	0.851851852	0.271604938	-0.277777778	0.722222222
C85	COVID_19	0.06885684	-0.169853464	-0.374091821	-0.40247678	-0.40247678	-0.165222861	-0.165222861	-0.154052882	-0.405572755	-0.172600932	-0.040310438	-0.543209877	0.10832587	0.345679012	-0.359729577	0.345679012	-0.374091821	-0.562111801	-0.767801858	-0.895061728	0.516945524	-0.650154799	-0.158878505	-0.02484472	-0.5	0.086719834	-0.024691358	-0.252188901	-0.759259259	-0.051677019	0.032587222	0.000173227	-0.051677019	-0.763975155	-0.388888889	-0.567901235	-0.101651187	-0.101651187	-0.101651187	-0.291949823	-0.5	-0.148606811	-0.040310438	0.345679012	0.034901908	-0.086367243	0.310270325	-0.339583694	-0.030864198	0.229310481	0.323932564	0.462778518	-0.333333333	0.469135802	0.704173436	-0.020813863	-0.524635722	-0.317899505	-0.084371168	-0.548836513	-0.0625	-0.266907241	-0.41742932	-0.21660865	-0.151780017	-0.334532298	-0.061728395	0.37654321	-0.009275783	0.073400942	-0.548836513	-0.061728395	0.37654321	-0.567901235	-0.462962963
C86	COVID_19	-0.077411392	-0.185506854	0.813312693	-0.231995497	-0.231995497	0.522456246	0.522456246	-0.122011041	-0.591331269	0.601787178	-0.111841133	-0.166666667	-0.10904332	0.648148148	0.538306636	0.648148148	0.813312693	-0.400834121	-0.052631579	0.555555556	-0.482174105	-0.327996124	0.722820443	0.804347826	0.203703704	-0.191305991	-0.740740741	-0.126627175	-0.104938272	-0.372670807	0.013026694	-0.381641117	-0.372670807	-0.305474313	-0.635802469	-0.956790123	-0.712074303	-0.712074303	-0.712074303	0.562952773	0.203703704	0.693498452	-0.111841133	0.648148148	0.08071328	0.017316001	0.17601739	0.502033008	-0.450617284	0.285590791	0.60384216	-0.438051777	0.413580247	0.913580247	0.748251072	0.622258772	0.302278481	0.034375	0.087581373	-0.049535604	0.279583143	-0.193187248	-0.345887173	-0.274493887	-0.061461076	0.224228414	0.641975309	-0.641975309	0.013217892	0.055385676	-0.049535604	0.641975309	-0.641975309	-0.956790123	-0.722222222
C87	COVID_19	-0.1905913	-0.259197933	0.178866283	0.652118664	0.652118664	-0.193146417	-0.193146417	-0.088956056	-0.536875824	0.403788665	-0.012798134	-0.932098765	0.255976588	0.216049383	-0.32638117	0.216049383	0.178866283	0.199150608	-0.165988875	0.75308642	-0.812702937	0.761884122	0.442415775	0.01552795	0.925925926	-0.414873386	-0.913580247	0.065978655	0.012345679	-0.58856438	-0.062547591	-0.073708703	-0.58856438	0.558872295	-0.728395062	0.913580247	0.299322298	0.299322298	0.299322298	0.572777666	0.925925926	-0.256965944	-0.012798134	0.216049383	-0.066987721	-0.172209253	-0.433021807	0.403413533	-0.62345679	-0.084249774	-0.227732629	-0.325148647	0.722222222	0.240740741	1.05E-15	0.485981308	-0.061308829	0.580209778	-0.178557714	0.106904963	0.128015075	0.08756578	-0.471291866	0.102785763	-0.290065662	0.098143529	-0.185185185	-0.901234568	-0.078427594	-0.300885505	0.106904963	-0.185185185	-0.901234568	0.913580247	0.49382716
C89	COVID_19	-0.02478208	0.040356792	-0.235294118	0.266502021	0.266502021	-0.584019002	-0.584019002	-0.532545688	0.758513932	-0.024922118	0.11475883	-0.808641975	0.300374833	-0.50617284	-0.562925339	-0.50617284	-0.235294118	0.187391087	-0.374613003	0.25308642	-0.609907121	-0.02859463	-0.623325947	-0.804347826	0.537037037	-0.026026518	-0.598765432	0.151576192	-0.37037037	0.203253999	-0.234022234	-0.163968485	0.203253999	-0.205640423	0.765432099	0.925925926	0.761807706	0.761807706	0.761807706	-0.547986086	0.537037037	-0.801857585	0.11475883	-0.50617284	-0.232378339	-0.725119644	-0.595015576	-0.147335423	-0.895061728	-0.238759833	-0.030739782	-0.354769864	-0.12345679	-0.098765432	0.600137599	0.009345794	-0.489947878	-0.207190492	-0.047777523	-0.340557276	0.055886058	-0.209160293	0.813198744	-0.160397545	-0.020282315	-0.128943653	-0.907407407	-0.62345679	-0.420664411	0.058481076	-0.340557276	-0.907407407	-0.62345679	0.925925926	-0.697530864
C9	COVID_19	-0.212692513	-0.439462861	-0.021671827	0.156013084	0.156013084	-0.601896927	-0.601896927	-0.152562426	-0.383900929	0.034267913	0.082100154	-0.987654321	0.334173923	-0.783950617	-0.52642757	-0.783950617	-0.021671827	0.331569234	-0.157008282	-0.74691358	-0.624442328	0.124072878	0.31723053	0.81963586	-0.932098765	-0.325752987	-0.888888889	-0.220125097	-0.290123457	-0.678646301	-0.235950045	-0.340377047	-0.678646301	0.350386567	0.75308642	-0.802469136	-0.783281734	-0.783281734	-0.783281734	0.346846448	-0.932098765	0.944272446	0.082100154	-0.783950617	-0.285185688	0.357896784	-0.61976007	0.018808777	-0.901234568	-0.083724008	-0.022805202	-0.530715121	-0.154320988	0.24691358	0.325995697	0.062305296	0.058872302	0.125	-0.320735034	0.015479876	-0.309611486	-0.059086686	-0.554179567	-0.186225555	0.14535545	-0.398722338	0.938271605	-0.99382716	-0.2334117	-0.299997108	0.015479876	0.938271605	-0.99382716	-0.802469136	-0.648148148
C90	COVID_19	0.040240461	0.312508028	0.573982751	0.696594427	0.696594427	-0.160640241	-0.160640241	0.332223295	-0.191692466	0.551653839	0.376516024	-0.024691358	0.380244648	-0.049382716	-0.162595504	-0.049382716	0.573982751	0.546925751	-0.07120743	-0.950617284	0.597509274	0.699690402	0.786078518	0.944099379	0.530864198	-0.15820778	-0.037037037	0.068018773	0.728395062	-0.52173913	0.068482486	-0.154038629	-0.52173913	0.701863354	-0.283950617	0.425925926	0.009287926	0.009287926	0.009287926	0.760869565	0.530864198	0.975232198	0.376516024	-0.049382716	0.110008161	0.36646495	-0.072842221	0.389968652	-0.882716049	0.326475602	0.042056075	0.270373084	0.117283951	0.12962963	-0.209414579	0.339563863	0.256019515	0.141002872	-0.148402594	0.541795666	0.244944964	0.51528038	-0.135419274	0.470976038	0.219768062	0.34781179	0.981481481	-0.672839506	-0.001335762	-0.16750604	0.541795666	0.981481481	-0.672839506	0.425925926	-0.104938272
C91	COVID_19	-0.038243188	-0.113051656	0.126934985	-0.708978328	-0.708978328	-0.174433094	-0.174433094	-0.041281149	-0.588235294	0.36183338	-0.282809224	0.635802469	-0.43883468	0.395061728	-0.391737686	0.395061728	0.126934985	-0.554516942	-0.430340557	0.067901235	0.083419333	-0.386996904	-0.554681673	-0.85526303	0.648148148	-0.341915185	-0.5	-0.074653162	0.160493827	-0.518625078	-0.075184589	-0.278600966	-0.518625078	-0.529107791	-0.796296296	-0.567901235	-0.72755418	-0.72755418	-0.72755418	-0.579560061	0.648148148	-0.925696594	-0.282809224	0.395061728	-0.103926124	-0.658821826	-0.401355848	0.267486002	-0.672839506	-0.018426843	-0.062305296	0.08713494	0.339506173	0.092592593	-0.061919505	0.300980673	-0.181046419	-0.43599198	-0.095488941	0.179566563	-0.117460612	-0.289957187	-0.177487624	-0.341946403	-0.433360698	-0.131015353	-1	0.098765432	-0.120705186	-0.076800677	0.179566563	-1	0.098765432	-0.567901235	0.808641975
C92	COVID_19	0.153475654	-0.136807975	-0.315789474	-0.061571997	-0.061571997	-0.439252336	-0.439252336	0.235849057	0.07120743	-0.227772254	-0.204643597	-0.932098765	0.10222054	-0.716049383	-0.288819876	-0.716049383	-0.315789474	-0.119774927	-0.656346749	-0.530864198	-0.371517028	-0.128820913	-0.202984096	0.127381387	-0.950617284	0.045345237	-0.462962963	-0.019638291	-0.419753086	-0.318741201	0.020436865	0.08364183	-0.318741201	0.21870535	-0.283950617	-0.938271605	-0.088171239	-0.088171239	-0.088171239	0.145756194	-0.950617284	0.801857585	-0.204643597	-0.716049383	0.151567393	0.809375	0.041042144	-0.618228809	-0.154320988	0.173030738	0.602490666	0.167807802	0.166666667	-0.209876543	0.888544892	-0.405084174	-0.035543039	-0.009375	0.134557982	-0.151652309	-0.392972798	-0.28641477	0.514843115	-0.414570268	0.155486576	-0.358684354	0.722222222	-0.709876543	-0.104033077	0.173641609	-0.151652309	0.722222222	-0.709876543	-0.938271605	0.537037037
C93	COVID_19	0.106948809	0.229993577	0.596555728	0.452714712	0.452714712	0.400123671	0.400123671	0.539036123	-0.829721362	0.436137072	0.071375677	-0.259259259	0.106121102	0.141975309	0.485286051	0.141975309	0.596555728	0.103929648	-0.371517028	-0.277777778	0.681601881	0.5583784	0.86659167	0.925465839	0.172839506	0.119411121	0.154320988	0.165274999	0.160493827	-0.48757764	0.23430483	0.059061957	-0.48757764	0.491466426	-0.74691358	-0.487654321	-0.547987616	-0.547987616	-0.547987616	0.825216051	0.172839506	0.913312693	0.071375677	0.141975309	0.239569722	0.260227273	0.596466901	0.295646116	-0.148148148	0.398306388	0.534395588	0.147026511	0.135802469	0.771604938	0.195559762	0.355919003	0.04610702	0.201488095	-0.065088645	0.552239281	0.002657005	0.199824253	-0.375601832	0.259182403	0.044293962	0.041908117	0.975308642	-0.438271605	0.216869651	-0.128505978	0.552239281	0.975308642	-0.438271605	-0.487654321	0.327160494
C94	COVID_19	-0.153070887	-0.098425346	0.021981424	-0.325464396	-0.325464396	-0.064557091	-0.064557091	0.082459392	-0.780185759	0.385057855	-0.204083403	0.12345679	-0.232586432	0.50617284	-0.248953019	0.50617284	0.021981424	-0.473525917	-0.327876286	0.148148148	-0.117321757	-0.077399381	0.384905126	0.519428375	0.185185185	-0.38299538	-0.907407407	-0.363453107	-0.580246914	-0.077165909	-0.293130647	-0.458884512	-0.077165909	-0.193590197	-0.87037037	-0.425925926	-0.600619195	-0.600619195	-0.600619195	0.271573939	0.185185185	0.399861215	-0.204083403	0.50617284	-0.033876096	0.002750749	-0.401379617	0.456670541	-0.592592593	0.112409044	0.227628683	-0.120186791	0.037037037	0.592592593	0.486087222	0.350181724	0.213172973	-0.341127008	-0.1249184	0.35623393	-0.27191092	-0.320861882	-0.126545355	-0.3802168	-0.444376341	-0.278500822	0.487654321	0.574074074	-0.17487339	-0.034297884	0.35623393	0.487654321	0.574074074	-0.425925926	0.561728395
C95	COVID_19	-0.199431874	-0.705767323	-0.777089783	-0.749766428	-0.749766428	-0.657320872	-0.657320872	-0.378076357	-0.309597523	-0.015576324	0.052631018	0.407407407	0.072396444	-0.845679012	-0.655279503	-0.845679012	-0.777089783	-0.356210697	-0.284331217	-0.802469136	-0.536297085	-0.699690402	0.174128526	-0.062111801	0.716049383	-0.263156909	0.018518519	-0.304791982	-0.580246914	-0.760336944	-0.393596023	-0.537350883	-0.760336944	-0.460179084	0.592592593	-0.895061728	-0.620867495	-0.620867495	-0.620867495	0.434782609	0.716049383	0.216718266	0.052631018	-0.845679012	-0.316480816	0.362662915	-0.562117223	-0.221857635	-0.333333333	-0.330847043	-0.423898531	-0.421311475	-0.148148148	-0.969135802	-0.417956656	-0.565869227	-0.310163202	0.240248733	-0.260132729	-0.444688109	-0.439448858	-0.14409644	0.749977886	-0.233545222	-0.177671359	-0.139967321	0.283950617	-0.950617284	-0.464577984	-0.143044441	-0.444688109	0.283950617	-0.950617284	-0.895061728	-0.987654321
C96	COVID_19	-0.025697088	0.147737724	-0.077834752	-0.084528121	-0.084528121	0.1652044	0.1652044	-5.89E-05	-0.696594427	0.019844482	0.111241886	-0.87037037	0.372140175	0.777777778	-0.195739902	0.777777778	-0.077834752	0.172013617	-0.665634675	-0.277777778	-0.136722654	0.548572611	0.048858289	0.051045594	0.197530864	0.100708507	-0.845679012	0.146446872	-0.62345679	-0.056369494	0.027369537	-0.168913822	-0.056369494	0.34963491	-0.641975309	0.796296296	0.69497119	0.69497119	0.69497119	-0.503270854	0.197530864	-0.609321612	0.111241886	0.777777778	0.109821385	-0.513824057	-0.270185334	-0.021093349	-0.456790123	0.003584482	0.049246443	-0.019676197	-0.111111111	0.561728395	0.887674149	-0.313301159	-0.233947163	-0.298442347	-0.106253392	0.142091191	0.508786232	-0.11865269	-0.481528118	-0.080752064	-0.311033823	0.455441155	-0.320987654	0.685185185	-0.001889414	-0.065833598	0.142091191	-0.320987654	0.685185185	0.796296296	0.74691358
